NR_CONVENIO;ANO;UNID RESP;MODALIDADE;RP;VINCULAÇÃO;C / D;DESCRIÇÃO RP;AUTOR;PROPOSTA;PROCESSO;CNPJ;PROPONENTES;UF;SITUACAO;SITUACAO DE CONTRATACAO ATUAL;EMPENHADO;PUBLICACAO;OBJETO;CATEGORIA; VL_GLOBAL_CONV; VL_REPASSE_CONV; VL_CONTRAPARTIDA_CONV;DIA_INIC_VIGENC_CONV;DIA_FIM_VIGENC_CONV;DIA_LIMITE_PREST_CONTAS;SUB_ROGACAO;ESTADO;NR_EMENDA;NOME_PARLAMENTAR;BENEFICIARIO_EMENDA;IND_IMPOSITIVO;TIPO_PARLAMENTAR; VALOR_REPASSE_PROPOSTA_EMENDA; VALOR_REPASSE_EMENDA
911593;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;LUIZ DO CARMO / EMENDA 7;022276/2021;21000.055647/2021-81;01.738.772/0001-98;MUNICIPIO DE CAVALCANTE;GO;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 299.999,00 ; 238.750,00 ; 61.249,00 ;3/12/2021;3/8/2024;2/10/2024;Lote 17;Goiás;40990007;LUIZ DO CARMO;0;SIM;INDIVIDUAL;238750;238750
911594;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;LUIZ DO CARMO / EMENDA 7;021011/2021;21000.055650/2021-03;02.385.839/0001-10;MUNICIPIO DE ORIZONA;GO;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 270.000,00 ; 238.750,00 ; 31.250,00 ;25/11/2021;25/7/2024;23/9/2024;Lote 17;Goiás;40990007;LUIZ DO CARMO;0;SIM;INDIVIDUAL;238750;238750
911595;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MARCELO NILO / EMENDA 2;022198/2021;21000.055653/2021-39;13.937.057/0001-63;SECRETARIA DA AGRICULTURA, PECUARIA, IRRIGACAO, PESCA E AQUICULTURA- SEAGRI;BA;Em execução;Em execução;Normal;sim;Aquisição de Maquinas e Implementos Agrícolas;MÁQUINAS E EQUIPAMENTOS; 2.262.933,33 ; 1.910.000,00 ; 352.933,33 ;22/11/2021;22/7/2024;20/9/2024;Lote 17;Bahia;41170002;MARCELO NILO;0;SIM;INDIVIDUAL;1910000;1910000
911596;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO BENGTSON / EMENDA 5;024796/2021;21000.055654/2021-83;05.263.116/0001-37;MUNICIPIO DE ALTAMIRA;PA;Em execução;Em execução;Normal;sim;Patrulha mecanizada;MÁQUINAS E EQUIPAMENTOS; 482.270,00 ; 477.500,00 ; 4.770,00 ;8/12/2021;8/8/2024;7/10/2024;Lote 19;Pará;41240005;PAULO BENGTSON;0;SIM;INDIVIDUAL;477500;477500
911597;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO BENGTSON / EMENDA 5;023809/2021;21000.055663/2021-74;05.425.871/0001-70;MUNICIPIO DE BAIAO;PA;Em execução;Em execução;Cláusula Suspensiva;sim;Equipamentos Agrícolas;MÁQUINAS E EQUIPAMENTOS; 286.790,00 ; 286.500,00 ; 290,00 ;9/12/2021;9/8/2024;8/10/2024;Lote 18;Pará;41240005;PAULO BENGTSON;0;SIM;INDIVIDUAL;286500;286500
911598;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO BENGTSON / EMENDA 5;023802/2021;21000.055667/2021-52;05.832.977/0001-99;MUNICIPIO DE SANTANA DO ARAGUAIA;PA;Em execução;Em execução;Normal;sim;Aquisição de Veiculo para Inspeção Municipal;MÁQUINAS E EQUIPAMENTOS; 236.500,00 ; 173.145,33 ; 63.354,67 ;19/11/2021;19/7/2024;17/9/2024;Lote 18;Pará;41240005;PAULO BENGTSON;0;SIM;INDIVIDUAL;955000;173145,33
911599;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO BENGTSON / EMENDA 5;023151/2021;21000.055668/2021-05;05.832.977/0001-99;MUNICIPIO DE SANTANA DO ARAGUAIA;PA;Em execução;Em execução;Normal;sim;Aquisição de Implementos Agricolas.;MÁQUINAS E EQUIPAMENTOS; 281.854,67 ; 231.854,67 ; 50.000,00 ;5/11/2021;5/7/2024;3/9/2024;Lote 18;Pará;41240005;PAULO BENGTSON;0;SIM;INDIVIDUAL;955000;231854,67
911600;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO BENGTSON / EMENDA 5;023112/2021;21000.055672/2021-65;05.832.977/0001-99;MUNICIPIO DE SANTANA DO ARAGUAIA;PA;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Mecanizada;MÁQUINAS E EQUIPAMENTOS; 653.138,33 ; 550.000,00 ; 103.138,33 ;5/11/2021;5/7/2024;3/9/2024;Lote 18;Pará;41240005;PAULO BENGTSON;0;SIM;INDIVIDUAL;955000;550000
911601;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO BENGTSON / EMENDA 5;022870/2021;21000.055673/2021-18;83.334.698/0001-09;MUNICIPIO DE SANTA BARBARA DO PARA;PA;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE MÁQUINAS E IMPLEMENTOS AGRICOLAS;MÁQUINAS E EQUIPAMENTOS; 309.599,00 ; 286.500,00 ; 23.099,00 ;22/11/2021;22/7/2024;20/9/2024;Lote 18;Pará;41240005;PAULO BENGTSON;0;SIM;INDIVIDUAL;286500;286500
911602;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;JAQUELINE CASSOL / EMENDA 1;022044/2021;21000.055676/2021-43;01.587.887/0001-29;MUNICIPIO DE CHUPINGUAIA;RO;Em execução;Em execução;Normal;sim;AQUISIÇAO DE IMPLEMENTOS AGRICOLAS.;MÁQUINAS E EQUIPAMENTOS; 350.000,00 ; 334.250,00 ; 15.750,00 ;7/12/2021;7/8/2024;6/10/2024;Lote 17;Rondônia;41490001;JAQUELINE CASSOL;0;SIM;INDIVIDUAL;334250;334250
911610;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;VICENTINHO / EMENDA 20;019656/2021;21000.056548/2021-17;01.557.530/0001-06;MUNICIPIO DE NANTES;SP;Em execução;Em execução;Normal;sim;PATRULHA AGRÍCOLA - AQUISIÇÃO DE IMPLEMENTOS AGRÍCOLAS;MÁQUINAS E EQUIPAMENTOS; 146.406,66 ; 100.000,00 ; 46.406,66 ;7/12/2021;7/8/2024;6/10/2024;Lote 17;São Paulo;19970020;VICENTINHO;0;SIM;INDIVIDUAL;100000;100000
911611;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;030245/2021;21000.056584/2021-81;87.613.436/0001-34;MUNICIPIO DE ERVAL GRANDE;RS;Proposta/Plano de Trabalho Aprovado;Proposta/Plano de Trabalho Aprovado;***;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 167.330,00 ; 155.187,50 ; 12.142,50 ;6/7/2021;5/7/2024;5/7/2024;Lote 26;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;155187,5;155187,5
911612;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;025262/2021;21000.056587/2021-14;01.601.857/0001-20;MUNICIPIO DE ESTRELA VELHA;RS;Em execução;Em execução;Normal;não;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 460.000,00 ; 238.750,00 ; 221.250,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 20;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;238750;238750
911613;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;025376/2021;21000.056589/2021-11;87.838.330/0001-39;MUNICIPIO DE FELIZ;RS;Em execução;Em execução;Normal;não;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 505.666,00 ; 334.250,00 ; 171.416,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 20;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;334250;334250
911614;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;030045/2021;21000.056591/2021-82;94.702.784/0001-43;MUNICIPIO DE HULHA NEGRA;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 299.433,33 ; 286.500,00 ; 12.933,33 ;30/12/2021;30/8/2024;29/10/2024;Lote 15;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
911615;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;029152/2021;21000.056594/2021-16;88.485.412/0001-00;MUNICIPIO DE MATA;RS;Em execução;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 545.000,00 ; 286.500,00 ; 258.500,00 ;28/10/2021;28/6/2024;27/8/2024;Lote 14;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
911616;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;025308/2021;21000.056595/2021-61;92.410.448/0001-00;MUNICIPIO DE LAJEADO DO BUGRE;RS;Em execução;Em execução;Normal;não;Aquisição de um rolo compactador.;MÁQUINAS E EQUIPAMENTOS; 470.000,00 ; 286.500,00 ; 183.500,00 ;27/12/2021;27/8/2024;26/10/2024;Lote 20;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
911617;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;029965/2021;21000.056596/2021-13;92.403.583/0001-10;MUNICIPIO DE VISTA ALEGRE;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 194.400,00 ; 191.000,00 ; 3.400,00 ;30/12/2021;30/8/2024;29/10/2024;Lote 15;Rio Grande do Sul;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;334250;191000
911618;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MARCON / EMENDA 9;023233/2021;21000.056600/2021-35;01.615.515/0001-69;MUNICIPIO DE TABAI;RS;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA;MÁQUINAS E EQUIPAMENTOS; 163.000,00 ; 162.350,00 ; 650,00 ;20/12/2021;20/8/2024;19/10/2024;Lote 18;Rio Grande do Sul;28670009;MARCON;0;SIM;INDIVIDUAL;162350;162350
911619;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AFONSO MOTTA / EMENDA 1;023675/2021;21000.056602/2021-24;04.207.638/0001-59;MUNICIPIO DE TIO HUGO;RS;Em execução;Em execução;Normal;sim;AQUISICAO DE PATRULHA AGRÍCOLA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 466.500,00 ; 100.275,00 ; 366.225,00 ;17/11/2021;17/7/2024;15/9/2024;Lote 18;Rio Grande do Sul;30200001;AFONSO MOTTA;0;SIM;INDIVIDUAL;100275;100275
911620;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AFONSO MOTTA / EMENDA 1;024136/2021;21000.056603/2021-79;04.217.901/0001-90;MUNICIPIO DE JACUIZINHO;RS;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 405.000,00 ; 257.850,00 ; 147.150,00 ;22/11/2021;22/7/2024;20/9/2024;Lote 18;Rio Grande do Sul;30200001;AFONSO MOTTA;0;SIM;INDIVIDUAL;114600;114600
911621;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;DANRLEI DE DEUS HINTERHOLZ / EMENDA 10;019717/2021;21000.056606/2021-11;87.334.918/0001-55;MUNICIPIO DE VENANCIO AIRES;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 880.000,00 ; 477.500,00 ; 402.500,00 ;26/11/2021;26/7/2024;24/9/2024;Lote 17;Rio Grande do Sul;28610010;DANRLEI DE DEUS HINTERHOLZ;0;SIM;INDIVIDUAL;477500;477500
911622;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;BOHN GASS / EMENDA 5;021139/2021;21000.056607/2021-57;87.612.784/0001-97;MUNICIPIO DE ALECRIM;RS;Prestação de Contas enviada para Análise;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 369.773,33 ; 191.000,00 ; 178.773,33 ;2/12/2021;7/4/2025;6/6/2025;Lote 17;Rio Grande do Sul;28620005;BOHN GASS;0;SIM;INDIVIDUAL;191000;191000
911623;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AFONSO MOTTA / EMENDA 1;020919/2021;21000.056608/2021-00;87.612.974/0001-04;MUNICIPIO DE SANTO ANTONIO DAS MISSOES;RS;Em execução;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 102.144,00 ; 100.275,00 ; 1.869,00 ;11/11/2021;11/7/2024;9/9/2024;Lote 17;Rio Grande do Sul;30200001;AFONSO MOTTA;0;SIM;INDIVIDUAL;100275;100275
911624;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO PAIM / EMENDA 7;023314/2021;21000.056612/2021-60;87.613.477/0001-20;MUNICIPIO DE ERECHIM;RS;Em execução;Em execução;Normal;sim;Aquisição de veículo utilitário destinado a utilização do Serviços de Inspeção Municipal.;MÁQUINAS E EQUIPAMENTOS; 150.600,00 ; 101.230,00 ; 49.370,00 ;12/11/2021;5/3/2025;4/5/2025;Lote 18;Rio Grande do Sul;20230007;PAULO PAIM;0;SIM;INDIVIDUAL;101230;101230
911625;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;BOHN GASS / EMENDA 5;023221/2021;21000.056614/2021-59;87.613.600/0001-03;MUNICIPIO DE CACIQUE DOBLE;RS;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA AGRÍCOLA MECANIZADA.;MÁQUINAS E EQUIPAMENTOS; 106.526,33 ; 100.000,00 ; 6.526,33 ;7/12/2021;7/8/2024;6/10/2024;Lote 18;Rio Grande do Sul;28620005;BOHN GASS;0;SIM;INDIVIDUAL;100000;100000
911626;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AFONSO MOTTA / EMENDA 1;020703/2021;21000.056619/2021-81;87.613.600/0001-03;MUNICIPIO DE CACIQUE DOBLE;RS;Prestação de Contas enviada para Análise;Prestação de Contas enviada para Análise;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 129.619,00 ; 100.275,00 ; 29.344,00 ;20/10/2021;20/6/2024;19/8/2024;Lote 17;Rio Grande do Sul;30200001;AFONSO MOTTA;0;SIM;INDIVIDUAL;100275;100275
911627;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;PAULO PAIM / EMENDA 7;021014/2021;21000.056620/2021-14;88.000.922/0001-40;MUNICIPIO DE MOSTARDAS;RS;Em execução;Em execução;Normal;sim;Equipamento para compor a Patrulha Agrícola Municipal.;MÁQUINAS E EQUIPAMENTOS; 683.333,00 ; 101.230,00 ; 582.103,00 ;10/12/2021;10/8/2024;9/10/2024;Lote 17;Rio Grande do Sul;20230007;PAULO PAIM;0;SIM;INDIVIDUAL;101230;101230
911628;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AFONSO MOTTA / EMENDA 1;022913/2021;21000.056621/2021-51;88.117.718/0001-03;MUNICIPIO DE BUTIA;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 100.565,02 ; 100.275,00 ; 290,02 ;7/12/2021;7/8/2024;6/10/2024;Lote 18;Rio Grande do Sul;30200001;AFONSO MOTTA;0;SIM;INDIVIDUAL;100275;100275
911629;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MARCON / EMENDA 9;023290/2021;21000.056622/2021-03;90.483.082/0001-65;MUNICIPIO DE SAO JOAO DA URTIGA;RS;Em execução;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 105.000,00 ; 100.275,00 ; 4.725,00 ;8/11/2021;23/3/2025;22/5/2025;Lote 18;Rio Grande do Sul;28670009;MARCON;0;SIM;INDIVIDUAL;100275;100275
911630;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;AFONSO MOTTA / EMENDA 1;023368/2021;21000.056623/2021-40;92.000.207/0001-84;MUNICIPIO DE PARAISO DO SUL;RS;Em execução;Em execução;Normal;sim;Aquisição de patrulha agrícola mecanizada.;MÁQUINAS E EQUIPAMENTOS; 168.492,33 ; 100.275,00 ; 68.217,33 ;16/11/2021;16/7/2024;14/9/2024;Lote 18;Rio Grande do Sul;30200001;AFONSO MOTTA;0;SIM;INDIVIDUAL;100275;100275
911631;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GIOVANI CHERINI / EMENDA 4;024178/2021;21000.056624/2021-94;92.406.263/0001-13;MUNICIPIO DE IBIRAPUITA;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 161.591,34 ; 143.250,00 ; 18.341,34 ;7/12/2021;7/8/2024;6/10/2024;Lote 18;Rio Grande do Sul;28630004;GIOVANI CHERINI;0;SIM;INDIVIDUAL;143250;143250
911632;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;BOHN GASS / EMENDA 5;023318/2021;21000.056625/2021-39;94.726.312/0001-20;MUNICIPIO DE BARRA DO GUARITA;RS;Em execução;Em execução;Normal;sim;Aquisição de Patrulha Agrícola Mecanizada.;MÁQUINAS E EQUIPAMENTOS; 177.300,00 ; 133.693,32 ; 43.606,68 ;25/11/2021;27/11/2024;26/1/2025;Lote 18;Rio Grande do Sul;28620005;BOHN GASS;0;SIM;INDIVIDUAL;133693,32;133693,32
911635;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ENRICO MISASI / EMENDA 8;021147/2021;21000.056644/2021-65;44.440.121/0001-20;MUNICIPIO DE ALTO ALEGRE;SP;Em execução;Em execução;Normal;sim;Aquisição de um caminhão pipa.;MÁQUINAS E EQUIPAMENTOS; 678.833,00 ; 372.450,00 ; 306.383,00 ;7/12/2021;3/11/2024;2/1/2025;Lote 17;São Paulo;39770008;ENRICO MISASI;0;SIM;INDIVIDUAL;372450;372450
911636;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ENRICO MISASI / EMENDA 8;019624/2021;21000.056646/2021-54;44.441.475/0001-99;MUNICIPIO DE GLICERIO;SP;Prestação de Contas enviada para Análise;Em execução;Normal;sim;AQUISIÇÃO DE MÁQUINA RETROESCAVADEIRA;MÁQUINAS E EQUIPAMENTOS; 445.000,00 ; 238.750,00 ; 206.250,00 ;25/11/2021;27/9/2024;26/11/2024;Lote 17;São Paulo;39770008;ENRICO MISASI;0;SIM;INDIVIDUAL;238750;238750
911637;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ARLINDO CHINAGLIA / EMENDA 7;020320/2021;21000.056647/2021-07;44.568.277/0001-90;MUNICIPIO DE HERCULANDIA;SP;Em execução;Em execução;Normal;sim;PATRULHA AGRÍCOLA MECANIZADA COM AQUISIÇÃO DE IMPLEMENTOS AGRÍCOLAS;MÁQUINAS E EQUIPAMENTOS; 221.269,33 ; 191.000,00 ; 30.269,33 ;20/12/2021;20/8/2024;19/10/2024;Lote 17;São Paulo;31350007;ARLINDO CHINAGLIA;0;SIM;INDIVIDUAL;191000;191000
911638;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;MARCO BERTAIOLLI / EMENDA 10;022982/2021;21000.056648/2021-43;44.573.087/0001-61;MUNICIPIO DE TUPA;SP;Em execução;Em execução;Normal;sim;Aquisição de maquina e implementos agrícola;MÁQUINAS E EQUIPAMENTOS; 206.666,66 ; 143.250,00 ; 63.416,66 ;3/12/2021;3/8/2024;2/10/2024;Lote 18;São Paulo;41180010;MARCO BERTAIOLLI;0;SIM;INDIVIDUAL;143250;143250
911639;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;TIRIRICA / EMENDA 6;020385/2021;21000.056649/2021-98;44.780.609/0001-04;MUNICIPIO DA ESTANCIA TURISTICA DE BARRETOS;SP;Em execução;Em execução;Normal;sim;Aquisição de Caminhão.;MÁQUINAS E EQUIPAMENTOS; 693.000,00 ; 477.500,00 ; 215.500,00 ;27/10/2021;27/6/2024;26/8/2024;Lote 17;São Paulo;28180006;TIRIRICA;0;SIM;INDIVIDUAL;477500;477500
911640;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;GONZAGA PATRIOTA / EMENDA 9;021821/2021;21000.056650/2021-12;10.358.182/0001-20;MUNICIPIO DE SANTA MARIA DA BOA VISTA;PE;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE IMPLEMENTOS AGRICOLAS.;MÁQUINAS E EQUIPAMENTOS; 103.283,25 ; 100.275,00 ; 3.008,25 ;19/11/2021;22/3/2025;21/5/2025;Lote 17;Pernambuco;12180009;GONZAGA PATRIOTA;0;SIM;INDIVIDUAL;100275;100275
911641;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ENRICO MISASI / EMENDA 8;021776/2021;21000.056651/2021-67;44.853.505/0001-74;MUNICIPIO DE CAIABU;SP;Prestação de Contas enviada para Análise;Prestação de Contas Iniciada Por Antecipação;Normal;sim;Aquisição de Maquina agrícola;MÁQUINAS E EQUIPAMENTOS; 493.333,33 ; 362.900,00 ; 130.433,33 ;7/12/2021;7/8/2024;6/10/2024;Lote 17;São Paulo;39770008;ENRICO MISASI;0;SIM;INDIVIDUAL;362900;362900
911642;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;NERI GELLER / EMENDA 7;020413/2021;21000.056652/2021-10;01.978.212/0001-00;MUNICIPIO DE TERRA NOVA DO NORTE;MT;Prestação de Contas Iniciada Por Antecipação;Em execução;Normal;sim;Aquisição de Maquina Agrícola;MÁQUINAS E EQUIPAMENTOS; 626.373,90 ; 477.500,00 ; 148.873,90 ;10/12/2021;10/8/2024;9/10/2024;Lote 17;Mato Grosso;25860007;NERI GELLER;0;SIM;INDIVIDUAL;477500;477500
911643;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;NERI GELLER / EMENDA 7;023108/2021;21000.056655/2021-45;03.788.239/0001-66;MUNICIPIO DE TANGARA DA SERRA;MT;Em execução;Em execução;Normal;sim;Aquisição de Implementos Agrícolas para o Município de Tangará da Serra-MT;MÁQUINAS E EQUIPAMENTOS; 684.619,40 ; 515.693,32 ; 168.926,08 ;20/12/2021;20/8/2024;19/10/2024;Lote 18;Mato Grosso;25860007;NERI GELLER;0;SIM;INDIVIDUAL;515693,32;515693,32
911644;2021;CME;Convênio;6;405;D;DESPESA DISCRICIONARIA DECORRENTE DE EMENDA INDIVIDUAL;ENRICO MISASI / EMENDA 8;023328/2021;21000.056656/2021-90;44.935.278/0001-26;MUNICIPIO DE RANCHARIA;SP;Em execução;Em execução;Normal;sim;Aquisição de Maquina Agrícola;MÁQUINAS E EQUIPAMENTOS; 484.000,00 ; 362.900,00 ; 121.100,00 ;24/11/2021;24/7/2024;22/9/2024;Lote 18;São Paulo;39770008;ENRICO MISASI;0;SIM;INDIVIDUAL;362900;362900
911645;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;029357/2021;21000.056700/2021-61;01.612.395/0001-46;MUNICIPIO DE ITAJA;RN;Em execução;Em execução;Normal;sim;AQUISIÇÃO DE PATRULHA MECANIZADA;MÁQUINAS E EQUIPAMENTOS; 351.525,33 ; 286.500,00 ; 65.025,33 ;30/12/2021;30/8/2024;29/10/2024;Lote 15;Rio Grande do Norte;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
911646;2021;CME;Convênio;9;409;D;DESP.DISC.DECORRENTE DE EMENDA DIR.GERAL PLOA,EXC.ORDEM TEC;RELATOR GERAL / EMENDA 652;029193/2021;21000.056710/2021-05;07.680.846/0001-69;MUNICIPIO DE IPUEIRAS;CE;Em execução;Em execução;Normal;não;AQUISIÇÃO DE TRATOR DE PNEU E DE GRADE HIDRÁULICA PARA MUNICÍPIO DE IPUEIRAS-CE;MÁQUINAS E EQUIPAMENTOS; 286.800,00 ; 286.500,00 ; 300,00 ;28/12/2021;28/8/2024;27/10/2024;Lote 14;Ceará;81000652;RELATOR GERAL;0;NÃO;RELATOR GERAL;286500;286500
